user_id,status_id,created_at,screen_name,text,pic1,pic2,pic3,pic4
52105104,1074835442686664704,2018-12-18T01:15:13Z,trevin_flick,"One day I'll post a #TidyTuesday on it's actual day

This is for week 37 and NYC restaurant data
code: https://t.co/5Q9iRS3L1b

#rstats #R4DS https://t.co/vOVjosIkLi",https://twitter.com/trevin_flick/status/1074835442686664704/photo/1,NA,NA,NA
1070738657315827713,1074709617383489541,2018-12-17T16:55:14Z,JerrickTram,"This week's #TidyTuesday surprised me a bit as the lifespan of bottleneck dolphins didn't exactly benefit from the Marine Mammal Protection Act

Code: https://t.co/9DFIDuSLU1

#rstats @R4DScommunity https://t.co/EmntaZX4Tr",https://twitter.com/JerrickTram/status/1074709617383489541/photo/1,NA,NA,NA
1070738657315827713,1072308101418807296,2018-12-11T01:52:28Z,JerrickTram,"Took a shot at this week's #TidyTuesday challenge with the NYC Restaurant Inspections. A bunch of factor recoding was involved. I'll leave it at that. @R4DScommunity 

Code: https://t.co/By2E5KXcSb https://t.co/01R6KgmJuS",https://twitter.com/JerrickTram/status/1072308101418807296/photo/1,NA,NA,NA
3126860279,1074494660649791489,2018-12-17T02:41:04Z,sebastianhwells,@jspairani Where do people find the prompt for #TidyTuesday?,NA,NA,NA,NA
1009356826801004544,1074289579665121280,2018-12-16T13:06:09Z,Christi58451746,"My take on this week's tidytuesday. What words are commonly associated with a critical flag? What cuisine types yield a high and low score? Did the number of inspections increase over time? 

https://t.co/7OGAKXUQcS

#tidytuesday https://t.co/CJiMoIB2Tp",https://twitter.com/Christi58451746/status/1074289579665121280/photo/1,https://twitter.com/Christi58451746/status/1074289579665121280/photo/1,https://twitter.com/Christi58451746/status/1074289579665121280/photo/1,NA
573760145,1074174637184028677,2018-12-16T05:29:25Z,jspairani,"This week: 2018-12-11 #TidyTuesday #rstats nyc restaurant data; on the data side, had fun with tidyr, nest/unnest stuff ; on the visual side ; tried some ggrepel awesomeness :D https://t.co/DCHs0WfUdo",https://twitter.com/jspairani/status/1074174637184028677/photo/1,NA,NA,NA
3229475660,1074031845694689280,2018-12-15T20:02:01Z,iamasharkskin,"@drob “Hi! I’m Gabe Robinson, and welcome to my tidytuesday screencast”",NA,NA,NA,NA
468814608,1073681632543039490,2018-12-14T20:50:23Z,mattle24,"I looked at restaurant inspection scores in nyc for this week's #tidytuesday. Times Square, the Bronx,  and Queens have the cleanest average inspections! https://t.co/K9XQZpYnDJ",https://twitter.com/mattle24/status/1073681632543039490/photo/1,NA,NA,NA
468814608,1073681656052101120,2018-12-14T20:50:29Z,mattle24,code: https://t.co/IReMDGSNHR,NA,NA,NA,NA
1016121144,1073598611643084801,2018-12-14T15:20:30Z,FerreMtrCrtx,No data will ever be compelling enough to stand between me and a @GoldenKrustBkry spicy beef patty #TidyTuesday https://t.co/U2EuzWD5VI,NA,NA,NA,NA
155059292,1072944471317381121,2018-12-12T20:01:10Z,kevin_m_kent,Ah amazing! One small thing I've started doing is adding image descriptions to my #tidytuesday plots that I post on Twitter (have to turn it on in settings). https://t.co/VpSCPIeO54,NA,NA,NA,NA
155059292,1073459960573583360,2018-12-14T06:09:33Z,kevin_m_kent,"This week for #TidyTuesday, I took a look at how cleanliness scales in NYC chain restaurants, using inspection data from 2015-2016. Gonna eat below the regression line from now on....
￼
 
Blog post with code: https://t.co/NNPUlgzCr3 https://t.co/5RwSq7VGY4",https://twitter.com/kevin_m_kent/status/1073459960573583360/photo/1,NA,NA,NA
97057675,1073319723918680064,2018-12-13T20:52:18Z,k_j_norris,"Check out #TidyTuesday before dining out in NYC. While most food inspection violations are critical, most restaurants still get an A grade. (Best of  luck finding good jerk on Staten Island …) https://t.co/qUgw29pGxN",https://twitter.com/k_j_norris/status/1073319723918680064/photo/1,https://twitter.com/k_j_norris/status/1073319723918680064/photo/1,NA,NA
950407533033934848,1073204074579968000,2018-12-13T13:12:45Z,Amalan_Con_Stat,"So NYC Restaurants. Ha. My take on this topic. 
The code in GitHub: https://t.co/vbTREkq32Y  #TidyTuesday #rstats https://t.co/AFDjiOfk9o",https://twitter.com/Amalan_Con_Stat/status/1073204074579968000/photo/1,https://twitter.com/Amalan_Con_Stat/status/1073204074579968000/photo/1,NA,NA
970554068899790848,1073185265299030016,2018-12-13T11:58:00Z,DaveBloom11,"#TidyTuesday Week 37 - NYC Restaurant Inspections

This was a lot more interesting before I realized that I didn't filter out duplicates. Seems that American, Chinese, and Coffee/Tea is popular throughout the boroughs. 

Code: https://t.co/4AZC0pYel6

#rstats #R4DS #dataviz https://t.co/Fl2hhbfqkm",https://twitter.com/DaveBloom11/status/1073185265299030016/photo/1,NA,NA,NA
4105002613,1073128754321342464,2018-12-13T08:13:27Z,guacamolebio,reminder to self to clean this up a bit and submit it to #tidytuesday. also a reminder for someone else to hassle me about this if i don't do it. https://t.co/EhW9hsoaaQ,NA,NA,NA,NA
2395024698,1073109976833355776,2018-12-13T06:58:50Z,isbrutussick,"Still more #tidytuesday promotion, this time from @TannerKoomar. His plot is the next level for grid.arrange. Posts like these open new horizons in a reader’s mind about the limits of the possible in #rstats. Thanks Tanner. https://t.co/OqZanngS7e",NA,NA,NA,NA
2395024698,1073019485584408578,2018-12-13T00:59:15Z,isbrutussick,.@drob can’t say enough what an incredible public service your #tidytuesday screencasts are for the #rstats community. I’ve learned more about modeling in the tidyverse in 1/2 a dozen weeks from your YouTube channel than than an entire MOOC. THANK YOU. https://t.co/wlndoOoAui,NA,NA,NA,NA
2851627972,1072904012712894471,2018-12-12T17:20:24Z,matteodefelice,rfordatascience/tidytuesday https://t.co/ZcDdaJo3U1,NA,NA,NA,NA
996380733777371142,1072833977109659648,2018-12-12T12:42:07Z,pedrowrdiniz,"My #tidytuesday of this week! NYC avaliations! Tried to get a glm machine learning model that dont work well.. code can be found: https://t.co/otlzLw1O2B

@thomas_mock #rstats https://t.co/a4dS0X9O6q",https://twitter.com/pedrowrdiniz/status/1072833977109659648/photo/1,https://twitter.com/pedrowrdiniz/status/1072833977109659648/photo/1,https://twitter.com/pedrowrdiniz/status/1072833977109659648/photo/1,NA
873156871724687360,1072795425294508032,2018-12-12T10:08:55Z,lifebitAI,"You know what they say, you cannot take the R out of a #bioinfoRmatician! Really cool first ever #TidyTuesday in London organized by @RLadiesLondon 💻📊 and hosted by @habito. Great to meet you @KKulma and catch up on #rstats, #GitHub and #OpenSource! https://t.co/rrpoEf6Ygp",https://twitter.com/lifebitAI/status/1072795425294508032/photo/1,https://twitter.com/lifebitAI/status/1072795425294508032/photo/1,NA,NA
395006058,1072656115807211522,2018-12-12T00:55:21Z,TannerKoomar,"Happy #TidyTuesday. Here's an infographic made 100% in #Rstats about how infinitives in a @Medium post's title reflects the content of the post. 

Also, I had to accept that I will be perennially late with this, since Tuesdays are always crazy busy.
https://t.co/rREVibjG2a https://t.co/iCfgGGR7b8",https://twitter.com/TannerKoomar/status/1072656115807211522/photo/1,NA,NA,NA
15231924,1072634901768347648,2018-12-11T23:31:03Z,WireMonkey,"This week's #TidyTuesday made me really hungry for my favorite cuisines in my lovely borough, Queens. This map shows which neighborhoods have the most A-grade Indian and Thai restaurants.  #rstats #r4ds.  Neighborhoods may include more than one zipcode. https://t.co/ADeKyindWf",https://twitter.com/WireMonkey/status/1072634901768347648/photo/1,NA,NA,NA
2319333705,1072629978590781448,2018-12-11T23:11:30Z,maxwelco,"I make the R codes for the 3 maps available here:  https://t.co/aChEJ1D7pN

#rstats #TidyTuesday #DataScience #maps #github https://t.co/BfwvfWLjja",NA,NA,NA,NA
722588617231769601,1072409600987709440,2018-12-11T08:35:47Z,RLadiesLondon,#TidyTuesday is coming TONIGHT! Come and join us in challenging our data-crunching and data-vis skills on this fun hands-on project. Big thanks to @habito &amp; @RedCat_Digital for their support :) https://t.co/Mvw4p4QCWN,NA,NA,NA,NA
722588617231769601,1072566650157830144,2018-12-11T18:59:51Z,RLadiesLondon,#TidyTuesday with @RLadiesLondon : everyone is coding away! #rstats #dataviz https://t.co/2PuMVBUsEZ,https://twitter.com/RLadiesLondon/status/1072566650157830144/photo/1,https://twitter.com/RLadiesLondon/status/1072566650157830144/photo/1,NA,NA
722588617231769601,1072566653349740545,2018-12-11T18:59:52Z,RLadiesLondon,#TidyTuesday with @RLadiesLondon : everyone is coding away! #rstats #dataviz https://t.co/DblbvYQhE8,https://twitter.com/RLadiesLondon/status/1072566653349740545/photo/1,https://twitter.com/RLadiesLondon/status/1072566653349740545/photo/1,NA,NA
46245868,1072551975441612801,2018-12-11T18:01:32Z,drob,"In this week's #tidytuesday screencast, I analyze data on NYC restaurant inspections, using broom to calculate many confidence intervals and taking a tidy approach to PCA https://t.co/RH9JT1pHFq 🍔🍕🐭🐁 #rstats https://t.co/DrrxgV3pkt",https://twitter.com/drob/status/1072551975441612801/photo/1,NA,NA,NA
3579120562,1072502915145850880,2018-12-11T14:46:35Z,eloisethewriter,"My day so far:

✴moving the boxes and stuff out from my office floor
✴hoovering my office floor
✴my dad helped get the stuff from down the side if my desk
✴am currently sat working through boxes and stacks of stuff
✴jamming to Capital rn

#BookBlogger #tidyathon #TidyTuesday",NA,NA,NA,NA
872100049211326464,1072493097966288897,2018-12-11T14:07:35Z,London__Digital,"#LondonDigital #TidyTuesday is here #DataScientists!
Are you willing to put your #R knowledge to the test with this mini #hackathon?
Obligatory pizza and drinks will be provided at the fantastic Habito offices!

It's not too late to sign up - click the link below! 
…",NA,NA,NA,NA
31160015,1072491207929016320,2018-12-11T14:00:04Z,RedCat_Digital,"#TidyTuesday is here #DataScientists!
Are you willing to put your #R knowledge to the test with this mini #hackathon?
Obligatory pizza and drinks will be provided at the fantastic @Habito offices!

It's not too late to sign up - click the link below! 
https://t.co/CTHbhyhAIp https://t.co/3366BDt5th",https://twitter.com/RedCat_Digital/status/1072491207929016320/photo/1,NA,NA,NA
1051795600197513216,1072484410866450435,2018-12-11T13:33:04Z,TestsAptitude,"We wish our work space looked like this! But wherever you are, keep your desk clean and tidy for a tidy and productive mind. #pratice #aptitude #tests #reasoning #judgement #work #jobseeker #upskill #gethired #TidyTuesday #productive #smallgoals #success https://t.co/Nu2zgwqDjc",https://twitter.com/TestsAptitude/status/1072484410866450435/photo/1,NA,NA,NA
549080213,1072389790392352769,2018-12-11T07:17:04Z,mickle_od,@EmilyRiederer @R4DScommunity @drob #TidyTuesday videos are a great source of practical analysis tips,NA,NA,NA,NA
3138911839,1072334500049367041,2018-12-11T03:37:22Z,suminisweird,@harrocyranka I need to try this Tidytuesday thing!!! https://t.co/PB6yDY3l85,https://twitter.com/suminisweird/status/1072334500049367041/photo/1,NA,NA,NA
404107193,1072192938313170946,2018-12-10T18:14:51Z,mjhendrickson,"@BecomingDataSci @kierisi @paljenczy @dataandme @hadleywickham @WeAreRLadies @JennyBryan @drob @Emil_Hvitfeldt @ma_salmon @robinson_es @beeonaposy @math_rachel Sorry to the dozens I forgot on this #rstats list! Please add to it!
@CivicAngela 
@rOpenSci 
@nic_crane 
@R4DScommunity (#TidyTuesday)
@LittleMissData 
@jsonbaik 
@_ColinFay 
@Rbloggers 
@sharon000 
@thomas_mock 
@MiguelCos 
@xieyihui",NA,NA,NA,NA
1010160326137057280,1070775101363245056,2018-12-06T20:20:52Z,AllieSherier,"Well, here it is #tidytuesday. There were so many things to learn to even get this posted, but I tried my best. 

I looked at several things. Number of claps, titles, tags... 
https://t.co/hRYIJuX8pi https://t.co/9K3FuFhkK0",https://twitter.com/AllieSherier/status/1070775101363245056/photo/1,https://twitter.com/AllieSherier/status/1070775101363245056/photo/1,https://twitter.com/AllieSherier/status/1070775101363245056/photo/1,NA
1010160326137057280,1069597989675651075,2018-12-03T14:23:27Z,AllieSherier,Three months off from R while writing my research proposal and trying to learn some Python. This week I'm starting on a #TidyTuesday data set to get in some practice. I'm super excited to be working with R again.,NA,NA,NA,NA
161366031,1069979893692125184,2018-12-04T15:41:00Z,Eeysirhc,"#tidytuesday comparing word frequencies for the top 10 authors on Medium for tags with data science, machine learning, artificial intelligence, etc.
interesting to see where authors converge/diverge on similar topics (ex: analysis vs china)
code: https://t.co/p7FSqkP5No https://t.co/6VvZJQUt8P",https://twitter.com/Eeysirhc/status/1069979893692125184/photo/1,NA,NA,NA
161366031,1064937573833859072,2018-11-20T17:44:37Z,Eeysirhc,What this suggests to me is 1) West Coast folks (like myself) prefer cake &gt; pie and 2) I need to get my hands on some key lime pie for Thanksgiving #tidytuesday https://t.co/qnTAH97Psx,https://twitter.com/Eeysirhc/status/1064937573833859072/photo/1,https://twitter.com/Eeysirhc/status/1064937573833859072/photo/1,NA,NA
161366031,1067665988676550656,2018-11-28T06:26:22Z,Eeysirhc,"#tidytuesday all up in them bridges....did they get their act together?
data courtesy of @christinezhang and @baltimoresun 
code: https://t.co/Pi4QMzZPRq https://t.co/m7iERFxGTY",https://twitter.com/Eeysirhc/status/1067665988676550656/photo/1,https://twitter.com/Eeysirhc/status/1067665988676550656/photo/1,NA,NA
722588617231769601,1070305308583583744,2018-12-05T13:14:05Z,RLadiesLondon,#TidyTuesday is coming to London and we're right at it! Next week we'll challenge our data-crunching and data-vis skills on this fun hands-on project. Come and join us! Big thanks to @habito &amp; @RedCat_Digital for support :) https://t.co/Mvw4p4QCWN,NA,NA,NA,NA
898517297559732225,1069967815065649152,2018-12-04T14:53:00Z,racinggreenmids,#property #TidyTuesday #Mansfield https://t.co/Le1RipzyQp,https://twitter.com/racinggreenmids/status/1069967815065649152/photo/1,https://twitter.com/racinggreenmids/status/1069967815065649152/photo/1,https://twitter.com/racinggreenmids/status/1069967815065649152/photo/1,https://twitter.com/racinggreenmids/status/1069967815065649152/photo/1
2319333705,1069995299198910464,2018-12-04T16:42:13Z,maxwelco,"My two posters (#Dicamba survey and PPO and GLY resistance in Palmer amaranth) presented at the @NCWeedScience meeting are 100% #rmarkdown 

 #TidyTuesday #ggplot2 #github #WiscWeeds https://t.co/RGb4gS91qg",https://twitter.com/maxwelco/status/1069995299198910464/photo/1,https://twitter.com/maxwelco/status/1069995299198910464/photo/1,NA,NA
2319333705,1071128369553649664,2018-12-07T19:44:38Z,maxwelco,"Several students liked a wind-rose figure that I made for a presentation of wind direction and speed in a #dicamba talk at @NCWeedScience. Here I make available the codes used: https://t.co/wyD6DMhM8s

Credits: @StackOverflow 

#DataScience #TidyTuesday #WiscWeeds https://t.co/T63zWRNRQC",https://twitter.com/maxwelco/status/1071128369553649664/photo/1,NA,NA,NA
996380733777371142,1070004142024859648,2018-12-04T17:17:21Z,pedrowrdiniz,"Here is my second submission to #TidyTuesday! Code available in: https://t.co/Nu2qg1zauK

@ArthurCheib @thomas_mock #rstats https://t.co/fXsJmVwWMl",https://twitter.com/pedrowrdiniz/status/1070004142024859648/photo/1,https://twitter.com/pedrowrdiniz/status/1070004142024859648/photo/1,https://twitter.com/pedrowrdiniz/status/1070004142024859648/photo/1,https://twitter.com/pedrowrdiniz/status/1070004142024859648/photo/1
996380733777371142,1067551547083710465,2018-11-27T22:51:37Z,pedrowrdiniz,First time on #TidyTuesday! Special thanks to @ArthurCheib! Code available @ https://t.co/EzUEu9BbmJ @thomas_mock #rstats https://t.co/Y4yz4xDqWs,https://twitter.com/pedrowrdiniz/status/1067551547083710465/photo/1,NA,NA,NA
122462547,1039505744385720320,2018-09-11T13:27:37Z,harrocyranka,"#TidyTuesday week 24. Decided to cluster states with hierarchical clustering and then visualize then using a dendrogram, a scatterplot, and a US MAP. 
Given the distribution, are dogs republicans and cats democrats?
#rstats #r4ds #tidyverse #dataviz #ggplot2 https://t.co/h9PJdmedIO",https://twitter.com/harrocyranka/status/1039505744385720320/photo/1,https://twitter.com/harrocyranka/status/1039505744385720320/photo/1,https://twitter.com/harrocyranka/status/1039505744385720320/photo/1,https://twitter.com/harrocyranka/status/1039505744385720320/photo/1
122462547,1069964264478294018,2018-12-04T14:38:54Z,harrocyranka,"#tidytuesday week 36, take 1. Focused initially on the titles. TF-IDF scores by tag and a word network graph with the most frequent pairs of words (similar to a correlation plot I did a while back)
#r4ds #tidyverse #rstats #tidytext #dataviz #datascience https://t.co/aWNbYacAaL",https://twitter.com/harrocyranka/status/1069964264478294018/photo/1,https://twitter.com/harrocyranka/status/1069964264478294018/photo/1,NA,NA
122462547,1031950062358851584,2018-08-21T17:04:02Z,harrocyranka,"#tidytuesday week 21. Here is my contribution for the California fires data. Great increase in human caused fires + decrease in average fire acreage
#r4ds #rstats #tidyverse #dataviz

Code at https://t.co/JWN0K4kyI8 https://t.co/AuUuLRAXb7",https://twitter.com/harrocyranka/status/1031950062358851584/photo/1,https://twitter.com/harrocyranka/status/1031950062358851584/photo/1,NA,NA
122462547,1050396232655495168,2018-10-11T14:42:31Z,harrocyranka,"#TidyTuesday take 2. Trying to keep up with my goal of using a new package each week, I used gghighlight to highlight trends in midterm and presidential elections. Simple, but I like the effect.
#rstats #r4ds #tidyverse #dataviz #ggplot2 #gghighlight https://t.co/AldWsyu8IZ",https://twitter.com/harrocyranka/status/1050396232655495168/photo/1,https://twitter.com/harrocyranka/status/1050396232655495168/photo/1,NA,NA
122462547,1042771222499655682,2018-09-20T13:43:27Z,harrocyranka,"#TidyTuesday week 25, take 2. S/O to @WireMonkey for the file with airport locations. Plotted them on the lower 48 states only because was having some problems with the base map for AK and HI
#rstats #r4ds #tidyverse #dataviz #ggplot2 https://t.co/EFmrFFmXAI",https://twitter.com/harrocyranka/status/1042771222499655682/photo/1,NA,NA,NA
122462547,1067440635878232065,2018-11-27T15:30:54Z,harrocyranka,"#tidytuesday week 35. Decided to do something different. Created a tree model to predict bridge condition. Unsurprisingly, year was the most important variable. Not as happy with model visualizations, but it was good practice.
#r4ds #tidyverse #rstats https://t.co/sm6jEKlaj4",https://twitter.com/harrocyranka/status/1067440635878232065/photo/1,https://twitter.com/harrocyranka/status/1067440635878232065/photo/1,https://twitter.com/harrocyranka/status/1067440635878232065/photo/1,NA
